order_item_refund_id,refund_date,Refund_amount_usd,order_id,order_date,User_id,order_total,order_cogs,order_item_id,product_id,product_name,item_price,item_cost,is_primary_item,item_margin,refund_loss_margin,days_to_refund,Website_session_id,session_start,utm_source,utm_campaign,utm_content,device_type,http_referer
11,06-06-2012 14:22,49.99000168,271,01-06-2012 14:22,8911,49.99000168,19.48999977,271,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,5,9428,01-06-2012 14:01,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
12,10-06-2012 19:54,49.99000168,290,06-06-2012 10:54,9374,49.99000168,19.48999977,290,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,4,9954,06-06-2012 10:40,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
13,20-06-2012 19:13,49.99000168,335,15-06-2012 23:13,10668,49.99000168,19.48999977,335,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,5,11386,15-06-2012 22:58,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
15,29-06-2012 15:50,49.99000168,357,20-06-2012 13:50,11176,49.99000168,19.48999977,357,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,9,11946,20-06-2012 13:32,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
17,07-07-2012 07:36,49.99000168,368,22-06-2012 11:36,11443,49.99000168,19.48999977,368,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,15,12243,22-06-2012 11:23,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
14,28-06-2012 18:54,49.99000168,382,25-06-2012 19:54,11776,49.99000168,19.48999977,382,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,3,12605,25-06-2012 19:40,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
18,07-07-2012 19:54,49.99000168,391,27-06-2012 11:54,11986,49.99000168,19.48999977,391,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,10,12837,27-06-2012 11:32,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
20,10-07-2012 14:31,49.99000168,393,27-06-2012 19:31,12061,49.99000168,19.48999977,393,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,13,12927,27-06-2012 19:13,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
16,05-07-2012 14:24,49.99000168,409,02-07-2012 13:24,12530,49.99000168,19.48999977,409,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,3,13460,02-07-2012 13:11,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
19,08-07-2012 02:59,49.99000168,424,05-07-2012 09:59,12909,49.99000168,19.48999977,424,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,3,13880,05-07-2012 09:40,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
21,11-07-2012 22:16,49.99000168,442,09-07-2012 13:16,13339,49.99000168,19.48999977,442,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,2,14346,09-07-2012 13:06,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
27,29-07-2012 07:41,49.99000168,467,13-07-2012 10:41,13898,49.99000168,19.48999977,467,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,16,14960,13-07-2012 10:25,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
26,27-07-2012 18:03,49.99000168,468,13-07-2012 13:03,13913,49.99000168,19.48999977,468,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,14,14979,13-07-2012 12:49,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
24,21-07-2012 09:45,49.99000168,469,13-07-2012 23:45,9892,49.99000168,19.48999977,469,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,8,15051,13-07-2012 23:30,NULL,NULL,NULL,desktop,https://www.gsearch.com
23,20-07-2012 13:51,49.99000168,470,14-07-2012 02:51,7204,49.99000168,19.48999977,470,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,6,15056,14-07-2012 02:40,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
25,22-07-2012 12:53,49.99000168,471,14-07-2012 12:53,7753,49.99000168,19.48999977,471,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,8,15094,14-07-2012 12:30,NULL,NULL,NULL,desktop,NULL
22,19-07-2012 06:57,49.99000168,472,14-07-2012 14:57,14021,49.99000168,19.48999977,472,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,5,15102,14-07-2012 14:43,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
28,31-07-2012 01:43,49.99000168,500,19-07-2012 17:43,11071,49.99000168,19.48999977,500,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,12,15845,19-07-2012 17:30,NULL,NULL,NULL,desktop,https://www.gsearch.com
29,01-08-2012 13:50,49.99000168,501,19-07-2012 21:50,14711,49.99000168,19.48999977,501,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,13,15872,19-07-2012 21:31,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
31,08-08-2012 17:45,49.99000168,545,26-07-2012 09:45,11701,49.99000168,19.48999977,545,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,13,16721,26-07-2012 09:30,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
32,09-08-2012 17:14,49.99000168,558,28-07-2012 01:14,10461,49.99000168,19.48999977,558,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,12,16993,28-07-2012 00:59,NULL,NULL,NULL,desktop,NULL
30,06-08-2012 23:16,49.99000168,568,30-07-2012 15:16,15947,49.99000168,19.48999977,568,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,7,17276,30-07-2012 14:58,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
33,12-08-2012 01:39,49.99000168,577,01-08-2012 08:39,13817,49.99000168,19.48999977,577,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,11,17593,01-08-2012 08:25,NULL,NULL,NULL,desktop,https://www.gsearch.com
37,17-08-2012 00:42,49.99000168,581,01-08-2012 12:42,16296,49.99000168,19.48999977,581,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,16,17657,01-08-2012 12:29,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
38,17-08-2012 00:43,49.99000168,584,01-08-2012 15:43,8805,49.99000168,19.48999977,584,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,16,17702,01-08-2012 15:25,NULL,NULL,NULL,desktop,NULL
36,16-08-2012 10:58,49.99000168,587,02-08-2012 01:58,16410,49.99000168,19.48999977,587,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,14,17780,02-08-2012 01:46,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
39,18-08-2012 09:15,49.99000168,638,08-08-2012 16:15,17419,49.99000168,19.48999977,638,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,10,18884,08-08-2012 15:55,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
34,12-08-2012 19:26,49.99000168,648,09-08-2012 10:26,17559,49.99000168,19.48999977,648,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,3,19038,09-08-2012 10:10,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
42,24-08-2012 15:15,49.99000168,661,10-08-2012 21:15,17870,49.99000168,19.48999977,661,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,14,19375,10-08-2012 20:57,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
44,27-08-2012 14:26,49.99000168,668,12-08-2012 22:26,18035,49.99000168,19.48999977,668,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,15,19561,12-08-2012 22:10,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
35,15-08-2012 03:07,49.99000168,669,13-08-2012 00:07,18044,49.99000168,19.48999977,669,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,2,19570,12-08-2012 23:55,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
40,20-08-2012 08:19,49.99000168,676,13-08-2012 18:19,12730,49.99000168,19.48999977,676,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,7,19721,13-08-2012 18:00,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
43,27-08-2012 04:21,49.99000168,694,16-08-2012 15:21,18677,49.99000168,19.48999977,694,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,11,20289,16-08-2012 15:04,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
41,23-08-2012 12:16,49.99000168,717,20-08-2012 15:16,19259,49.99000168,19.48999977,717,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,3,20936,20-08-2012 15:00,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
46,29-08-2012 14:11,49.99000168,718,20-08-2012 18:11,19300,49.99000168,19.48999977,718,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,9,20982,20-08-2012 17:53,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
45,29-08-2012 00:16,49.99000168,739,23-08-2012 13:16,19978,49.99000168,19.48999977,739,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,6,21704,23-08-2012 12:57,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
49,08-09-2012 09:52,49.99000168,760,26-08-2012 14:52,20472,49.99000168,19.48999977,760,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,13,22249,26-08-2012 14:41,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
47,01-09-2012 10:36,49.99000168,780,28-08-2012 21:36,21009,49.99000168,19.48999977,780,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,4,22834,28-08-2012 21:13,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
48,03-09-2012 21:08,49.99000168,786,29-08-2012 13:08,21167,49.99000168,19.48999977,786,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,5,23003,29-08-2012 12:51,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
56,15-09-2012 19:18,49.99000168,807,01-09-2012 16:18,21833,49.99000168,19.48999977,807,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,14,23733,01-09-2012 16:00,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
53,14-09-2012 09:09,49.99000168,818,03-09-2012 18:09,22087,49.99000168,19.48999977,818,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,11,24019,03-09-2012 17:53,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
51,13-09-2012 07:09,49.99000168,823,04-09-2012 14:09,22228,49.99000168,19.48999977,823,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,9,24177,04-09-2012 13:54,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
55,15-09-2012 09:00,49.99000168,838,05-09-2012 18:00,12414,49.99000168,19.48999977,838,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,10,24516,05-09-2012 17:42,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
50,12-09-2012 12:31,49.99000168,844,06-09-2012 13:31,22694,49.99000168,19.48999977,844,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,6,24690,06-09-2012 13:16,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
58,19-09-2012 19:57,49.99000168,849,06-09-2012 19:57,22790,49.99000168,19.48999977,849,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,13,24794,06-09-2012 19:38,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
52,14-09-2012 07:45,49.99000168,883,11-09-2012 06:45,13329,49.99000168,19.48999977,883,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,3,25601,11-09-2012 06:29,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
54,14-09-2012 21:56,49.99000168,900,12-09-2012 16:56,23851,49.99000168,19.48999977,900,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,2,25979,12-09-2012 16:43,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
65,27-09-2012 04:26,49.99000168,905,13-09-2012 06:26,16542,49.99000168,19.48999977,905,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,14,26093,13-09-2012 06:14,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
57,18-09-2012 08:07,49.99000168,910,13-09-2012 10:07,23993,49.99000168,19.48999977,910,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,5,26136,13-09-2012 09:48,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
60,24-09-2012 12:27,49.99000168,934,15-09-2012 13:27,24435,49.99000168,19.48999977,934,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,9,26618,15-09-2012 13:11,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
67,30-09-2012 10:29,49.99000168,939,16-09-2012 11:29,24523,49.99000168,19.48999977,939,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,14,26714,16-09-2012 11:16,NULL,NULL,NULL,desktop,NULL
66,29-09-2012 19:44,49.99000168,941,16-09-2012 19:44,24567,49.99000168,19.48999977,941,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,13,26764,16-09-2012 19:28,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
62,24-09-2012 20:49,49.99000168,950,17-09-2012 17:49,20960,49.99000168,19.48999977,950,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,7,27040,17-09-2012 17:35,gsearch,brand,g_ad_2,mobile,https://www.gsearch.com
64,27-09-2012 01:07,49.99000168,953,18-09-2012 09:07,24934,49.99000168,19.48999977,953,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,9,27166,18-09-2012 08:42,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
63,25-09-2012 08:14,49.99000168,969,19-09-2012 10:14,25237,49.99000168,19.48999977,969,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,6,27496,19-09-2012 10:01,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
71,06-10-2012 00:04,49.99000168,984,20-09-2012 10:04,25513,49.99000168,19.48999977,984,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,16,27807,20-09-2012 09:51,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
59,22-09-2012 17:50,49.99000168,988,20-09-2012 14:50,25600,49.99000168,19.48999977,988,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,2,27906,20-09-2012 14:35,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
61,24-09-2012 15:13,49.99000168,993,20-09-2012 19:13,25687,49.99000168,19.48999977,993,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,4,28003,20-09-2012 19:05,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
68,02-10-2012 19:14,49.99000168,1006,22-09-2012 01:14,25970,49.99000168,19.48999977,1006,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,10,28319,22-09-2012 00:58,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
72,06-10-2012 07:54,49.99000168,1021,23-09-2012 23:54,26224,49.99000168,19.48999977,1021,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,13,28605,23-09-2012 23:35,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
75,08-10-2012 15:43,49.99000168,1036,25-09-2012 06:43,26478,49.99000168,19.48999977,1036,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,13,28898,25-09-2012 06:28,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
78,10-10-2012 15:18,49.99000168,1056,26-09-2012 19:18,26905,49.99000168,19.48999977,1056,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,14,29370,26-09-2012 19:00,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
76,10-10-2012 10:23,49.99000168,1063,27-09-2012 09:23,19208,49.99000168,19.48999977,1063,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,13,29474,27-09-2012 09:06,NULL,NULL,NULL,mobile,NULL
70,05-10-2012 18:22,49.99000168,1069,28-09-2012 00:22,27199,49.99000168,19.48999977,1069,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,7,29703,28-09-2012 00:07,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
77,10-10-2012 13:15,49.99000168,1078,28-09-2012 20:15,27388,49.99000168,19.48999977,1078,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,12,29918,28-09-2012 19:59,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
74,07-10-2012 15:51,49.99000168,1103,02-10-2012 10:51,27949,49.99000168,19.48999977,1103,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,5,30532,02-10-2012 10:38,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
69,05-10-2012 11:06,49.99000168,1107,02-10-2012 12:06,27967,49.99000168,19.48999977,1107,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,3,30550,02-10-2012 11:54,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
80,14-10-2012 19:15,49.99000168,1123,03-10-2012 14:15,28215,49.99000168,19.48999977,1123,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,11,30833,03-10-2012 14:04,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
73,07-10-2012 01:25,49.99000168,1129,03-10-2012 23:25,23241,49.99000168,19.48999977,1129,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,4,30978,03-10-2012 23:08,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
79,13-10-2012 21:35,49.99000168,1145,06-10-2012 03:35,28829,49.99000168,19.48999977,1145,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,7,31528,06-10-2012 03:26,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
85,22-10-2012 11:33,49.99000168,1167,08-10-2012 20:33,29240,49.99000168,19.48999977,1167,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,14,31992,08-10-2012 20:18,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
90,28-10-2012 06:17,49.99000168,1222,13-10-2012 12:17,30270,49.99000168,19.48999977,1222,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,15,33189,13-10-2012 11:59,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
81,17-10-2012 12:24,49.99000168,1226,14-10-2012 13:24,30394,49.99000168,19.48999977,1226,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,3,33330,14-10-2012 13:12,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
88,25-10-2012 04:26,49.99000168,1227,14-10-2012 16:26,30421,49.99000168,19.48999977,1227,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,11,33358,14-10-2012 16:12,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
91,29-10-2012 00:19,49.99000168,1233,15-10-2012 09:19,30540,49.99000168,19.48999977,1233,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,14,33495,15-10-2012 09:06,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
86,22-10-2012 14:28,49.99000168,1243,15-10-2012 21:28,27706,49.99000168,19.48999977,1243,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,7,33722,15-10-2012 21:15,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
83,20-10-2012 17:49,49.99000168,1245,16-10-2012 01:49,30779,49.99000168,19.48999977,1245,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,4,33762,16-10-2012 01:31,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
94,01-11-2012 18:56,49.99000168,1267,17-10-2012 13:56,31168,49.99000168,19.48999977,1267,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,15,34193,17-10-2012 13:36,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
84,21-10-2012 19:42,49.99000168,1271,17-10-2012 19:42,31274,49.99000168,19.48999977,1271,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,4,34317,17-10-2012 19:26,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
92,01-11-2012 08:02,49.99000168,1274,17-10-2012 21:02,31294,49.99000168,19.48999977,1274,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,15,34341,17-10-2012 20:45,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
82,20-10-2012 13:42,49.99000168,1279,18-10-2012 07:42,31380,49.99000168,19.48999977,1279,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,2,34439,18-10-2012 07:28,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
89,26-10-2012 07:25,49.99000168,1283,18-10-2012 10:25,31421,49.99000168,19.48999977,1283,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,8,34483,18-10-2012 10:06,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
87,23-10-2012 18:58,49.99000168,1318,21-10-2012 01:58,22110,49.99000168,19.48999977,1318,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,2,35228,21-10-2012 01:45,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
99,06-11-2012 16:47,49.99000168,1324,21-10-2012 20:47,32211,49.99000168,19.48999977,1324,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,16,35327,21-10-2012 20:33,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
98,05-11-2012 18:35,49.99000168,1351,23-10-2012 18:35,32761,49.99000168,19.48999977,1351,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,13,35945,23-10-2012 18:20,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
102,09-11-2012 07:25,49.99000168,1368,24-10-2012 18:25,33117,49.99000168,19.48999977,1368,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,16,36333,24-10-2012 18:05,NULL,NULL,NULL,desktop,NULL
97,04-11-2012 06:41,49.99000168,1393,26-10-2012 12:41,25334,49.99000168,19.48999977,1393,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,9,36917,26-10-2012 12:27,NULL,NULL,NULL,mobile,NULL
101,07-11-2012 10:23,49.99000168,1422,29-10-2012 09:23,34133,49.99000168,19.48999977,1422,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,9,37473,29-10-2012 09:05,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
93,01-11-2012 17:40,49.99000168,1426,29-10-2012 15:40,34232,49.99000168,19.48999977,1426,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,3,37589,29-10-2012 15:28,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
107,14-11-2012 01:09,49.99000168,1443,30-10-2012 21:09,34589,49.99000168,19.48999977,1443,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,15,37993,30-10-2012 20:49,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
96,03-11-2012 18:58,49.99000168,1445,31-10-2012 01:58,34626,49.99000168,19.48999977,1445,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,3,38037,31-10-2012 01:40,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
95,02-11-2012 14:46,49.99000168,1451,31-10-2012 14:46,34787,49.99000168,19.48999977,1451,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,2,38217,31-10-2012 14:35,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
104,12-11-2012 13:31,49.99000168,1468,01-11-2012 16:31,35137,49.99000168,19.48999977,1468,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,11,38606,01-11-2012 16:15,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
100,06-11-2012 17:59,49.99000168,1480,02-11-2012 08:59,29373,49.99000168,19.48999977,1480,1,The Original Mr. Fuzzy,49.99,19.49,1,30.5,30.5,4,38770,02-11-2012 08:43,NULL,NULL,NULL,desktop,NULL
